"tipo","partido","radio10","sup_ha","pobl_tot","dens_ha","ind_hac","ind_gr","ind_matv","ind_dom","dim_viv","cat_viv","wkt"
"URBANO","Lomas de Zamora",64902707,17.64,894,50.68,0.97,0.94,0.96,0.93,0.96,"MUY ALTO","MULTIPOLYGON (((5643118.5487 6151915.5207,5643196.5485 6151962.0207,5643281.0483 6152012.0206,5643288.5483 6152000.0206,5643348.5482 6152008.5206,5643428.548 6152029.0206,5643429.548 6152027.5206,5643467.548 6151964.5207,5643538.0479 6151847.0209,5643609.5477 6151728.0212,5643492.048 6151657.5213,5643416.0481 6151612.0214,5643342.5483 6151557.0215,5643248.0485 6151486.0216,5643205.5486 6151557.0214,5643137.0487 6151670.0212,5643072.0488 6151777.521,5643023.5489 6151858.5208,5643118.5487 6151915.5207)))"
"URBANO","Lomas de Zamora",64902708,22.44,940,41.89,0.9,0.91,0.96,0.89,0.93,"MUY ALTO","MULTIPOLYGON (((5642761.5494 6151828.5208,5642794.0493 6151848.5208,5642865.0492 6151891.5207,5642870.5492 6151895.0207,5642967.049 6151954.0206,5643023.5489 6151858.5208,5643072.0488 6151777.521,5643137.0487 6151670.0212,5643205.5486 6151557.0214,5643088.5488 6151485.5216,5642954.3659 6151404.4602,5642873.0492 6151353.5218,5642791.7575 6151303.7179,5642722.976 6151416.4224,5642632.8871 6151570.8069,5642552.5174 6151702.2021,5642629.0497 6151748.021,5642657.0496 6151765.0209,5642711.5495 6151798.0209,5642761.5494 6151828.5208)))"
"URBANO","Lomas de Zamora",64902602,10.32,745,72.19,0.95,0.95,0.97,0.93,0.96,"MUY ALTO","MULTIPOLYGON (((5644715.5454 6152678.0195,5644842.0452 6152653.5196,5644970.0449 6152628.5197,5644957.545 6152562.0198,5644943.545 6152491.0199,5644919.5451 6152366.0202,5644895.0452 6152237.0204,5644768.0454 6152261.5203,5644641.0456 6152286.0203,5644665.5456 6152415.02,5644689.5455 6152540.0198,5644715.5454 6152678.0195)))"
"URBANO","Lomas de Zamora",64903906,16.19,1660,102.53,0.7,0.05,0.72,0.87,0.64,"MEDIO","MULTIPOLYGON (((5638840.1051 6155890.4217,5638893.1355 6155893.6508,5638911.0366 6155893.9591,5638974.3379 6155895.1864,5639042.4333 6155896.2429,5639134.425 6155897.8065,5639165.7883 6155897.3029,5639247.4643 6155899.3707,5639316.0239 6155900.9342,5639582.1572 6155912.4322,5639600.7243 6155912.5895,5639615.515 6155913.0615,5639626.5866 6155919.0783,5639651.0547 6155882.5123,5639726.0546 6155813.5125,5639689.5547 6155789.0125,5639625.0548 6155750.0126,5639562.055 6155711.5127,5639502.0551 6155808.5125,5639443.3832 6155780.4753,5639424.0552 6155770.0125,5639349.8177 6155734.9849,5639343.5554 6155730.5126,5639272.5555 6155695.5127,5639210.5557 6155665.0127,5639142.5558 6155631.5128,5639041.5137 6155578.0833,5639024.2553 6155568.9573,5639013.3254 6155563.1778,5638853.7705 6155861.627,5638840.1051 6155890.4217)))"
"URBANO","Lomas de Zamora",64901002,14.39,1091,75.82,0.97,0.93,0.97,0.92,0.96,"MUY ALTO","MULTIPOLYGON (((5645349.0436 6155860.5134,5645483.0434 6155836.0135,5645600.5431 6155814.5135,5645729.0429 6155793.0136,5645872.5426 6155762.0137,5645846.5427 6155627.0139,5645821.0428 6155493.5142,5645675.043 6155524.0141,5645598.0432 6155540.0141,5645548.0433 6155550.514,5645461.0434 6155568.514,5645432.0435 6155574.514,5645298.0438 6155602.0139,5645324.0437 6155735.0136,5645349.0436 6155860.5134)))"
"URBANO","Lomas de Zamora",64902613,18.92,857,45.3,0.94,0.96,0.97,0.87,0.95,"MUY ALTO","MULTIPOLYGON (((5644845.5454 6151181.5225,5644918.0453 6151067.0227,5644968.5452 6150986.5229,5644989.0452 6150954.0229,5644886.0454 6150890.0231,5644788.5456 6150829.0232,5644686.0458 6150765.5233,5644583.046 6150702.0234,5644451.5463 6150621.0235,5644337.0465 6150550.5236,5644320.5465 6150696.0233,5644303.5466 6150845.023,5644301.0466 6150866.023,5644310.5465 6150850.523,5644374.0464 6150889.523,5644438.5463 6150929.5229,5644542.0461 6150993.5228,5644643.5459 6151056.0227,5644742.5456 6151117.5226,5644845.5454 6151181.5225)))"
"URBANO","Lomas de Zamora",64902712,31.23,1347,43.13,0.88,0.7,0.84,0.81,0.83,"ALTO","MULTIPOLYGON (((5644033.547 6151003.5227,5644056.029 6151016.7258,5644165.5468 6151078.5226,5644269.5466 6151137.0225,5644286.5466 6150990.5227,5644301.0466 6150866.023,5644303.5466 6150845.023,5644320.5465 6150696.0233,5644337.0465 6150550.5236,5644277.5498 6150516.4586,5644229.5468 6150486.5237,5644210.4223 6150476.8037,5644158.5469 6150446.5238,5644017.5472 6150383.0239,5643923.0474 6150340.024,5643860.0475 6150454.0237,5643791.5476 6150579.0235,5643735.5477 6150680.0233,5643731.5477 6150677.5233,5643662.0478 6150793.523,5643747.5476 6150841.5229,5643766.5476 6150852.5229,5643844.0474 6150896.0229,5643909.5473 6150933.0228,5643923.0473 6150940.5228,5644033.547 6151003.5227)))"
"URBANO","Lomas de Zamora",64904610,25.36,965,38.05,999,999,999,999,999,"SIN DATO","MULTIPOLYGON (((5644886.0454 6150890.0231,5644954.0453 6150781.5233,5645012.5452 6150688.5235,5645076.5451 6150591.0237,5644962.0453 6150525.0238,5644855.5455 6150457.5239,5644752.0458 6150392.024,5644647.046 6150325.5241,5644541.0462 6150258.0242,5644461.5352 6150207.847,5644400.7694 6150311.0926,5644342.8168 6150407.8678,5644277.5498 6150516.4586,5644337.0465 6150550.5236,5644451.5463 6150621.0235,5644583.046 6150702.0234,5644686.0458 6150765.5233,5644788.5456 6150829.0232,5644886.0454 6150890.0231)))"
"URBANO","Lomas de Zamora",64903407,49.73,1063,21.38,0.77,0.57,0.84,0.87,0.79,"ALTO","MULTIPOLYGON (((5640897.0524 6155585.5131,5641161.2734 6155743.8567,5641176.5518 6155753.0129,5641219.9878 6155690.052,5641260.0028 6155621.6734,5641297.7037 6155563.7083,5641340.5882 6155491.6052,5641414.5762 6155369.7843,5641490.4492 6155246.5495,5641564.4372 6155126.6135,5641639.3677 6155000.0799,5641712.4132 6154877.7877,5641779.5508 6154749.5149,5641878.5506 6154587.5153,5641955.5505 6154461.5155,5641941.4719 6154454.1624,5641925.2865 6154445.7089,5641877.0507 6154420.5156,5641811.0508 6154380.5157,5641746.5509 6154342.0157,5641672.5511 6154298.0158,5641600.0512 6154418.0156,5641599.0512 6154420.0156,5641504.0514 6154577.5152,5641502.5514 6154580.0152,5641428.0515 6154704.015,5641354.0516 6154826.5147,5641311.5517 6154897.5146,5641257.5518 6154986.5144,5641207.5518 6155070.0142,5641152.0519 6155161.514,5641097.552 6155252.5138,5641045.5521 6155339.0137,5640990.5522 6155430.0135,5640934.5523 6155523.0133,5640897.0524 6155585.5131)))"
"URBANO","Lomas de Zamora",64903913,13.6,883,64.93,0.75,0.04,0.64,0.87,0.62,"BAJO","MULTIPOLYGON (((5639013.3254 6155563.1778,5639024.2553 6155568.9573,5639041.5137 6155578.0833,5639142.5558 6155631.5128,5639211.5557 6155499.513,5639275.6972 6155375.5345,5639308.1441 6155311.3687,5639337.9539 6155258.162,5639398.1386 6155140.6832,5639401.5554 6155134.0138,5639409.5554 6155119.0138,5639449.5553 6155052.5139,5639337.5555 6155076.0139,5639320.4973 6155079.5235,5639234.1494 6155096.9108,5639223.0839 6155100.1873,5639207.3962 6155103.5257,5639196.0861 6155105.9142,5639103.8067 6155123.6101,5639114.6848 6155153.8101,5639022.0561 6155332.5133,5638976.3457 6155419.4985,5638922.5562 6155521.5129,5638947.8099 6155534.0775,5639013.3254 6155563.1778)))"
"URBANO","Lomas de Zamora",64900613,2.23,959,430.04,0.99,1,1,0.91,0.98,"MUY ALTO","MULTIPOLYGON (((5643354.3614 6155546.8047,5643436.0474 6155600.0136,5643494.0473 6155515.0137,5643543.5472 6155441.5139,5643433.0474 6155365.514,5643430.0475 6155374.014,5643354.3614 6155546.8047)))"
"URBANO","Lomas de Zamora",64902906,17.53,1658,94.58,0.63,0.03,0.56,0.71,0.52,"BAJO","MULTIPOLYGON (((5642854.9043 6154028.2321,5642882.2742 6153984.2838,5642978.3861 6154047.4984,5643019.983 6153973.2584,5643025.0305 6153962.0958,5643069.39 6153880.5596,5643109.1257 6153810.289,5643141.0483 6153740.5172,5643214.5482 6153780.5171,5643254.5481 6153709.5172,5643318.048 6153597.0175,5643365.1206 6153513.9482,5643386.0479 6153477.0177,5642952.0487 6153726.0172,5642940.0487 6153732.5171,5642847.2513 6153791.0445,5642830.609 6153798.441,5642820.4387 6153803.5262,5642811.193 6153806.7622,5642797.5366 6153806.0713,5642774.9559 6153790.7487,5642718.1006 6153753.0467,5642668.9069 6153723.4095,5642615.792 6153689.7924,5642605.197 6153683.0867,5642553.1806 6153652.4414,5642471.3255 6153604.8606,5642401.0498 6153712.0171,5642440.5497 6153741.017,5642503.5495 6153787.017,5642528.6265 6153805.6177,5642543.1 6153816.3534,5642595.5195 6153851.0309,5642641.5493 6153881.5168,5642692.7723 6153918.0647,5642720.183 6153937.6438,5642746.3792 6153955.4799,5642791.731 6153986.3585,5642799.3633 6153991.982,5642854.9043 6154028.2321)))"
"URBANO","Lomas de Zamora",64900308,6.28,825,131.37,0.78,0.65,0.91,0.87,0.83,"ALTO","MULTIPOLYGON (((5643532.047 6157049.5107,5643488.047 6157023.0108,5643435.5471 6157109.0106,5643432.0471 6157115.0106,5643380.0472 6157200.0104,5643377.5472 6157204.5104,5643336.0473 6157272.5103,5643317.5473 6157303.0102,5643366.0472 6157333.0101,5643478.547 6157401.51,5643497.547 6157371.0101,5643540.0469 6157304.0102,5643595.5468 6157215.0104,5643598.0468 6157211.0104,5643653.5467 6157123.5106,5643621.0513 6157103.4151,5643540.5469 6157055.0107,5643532.047 6157049.5107)))"
"URBANO","Lomas de Zamora",64900410,17.81,1125,63.17,0.62,0.17,0.68,0.84,0.62,"BAJO","MULTIPOLYGON (((5642808.648 6157554.49,5642817.0481 6157554.2546,5642916.8995 6157554.3051,5642963.5433 6157554.3288,5642982.0423 6157517.3308,5642988.3709 6157503.2131,5643000.0545 6157492.0164,5643016.6062 6157471.5701,5643041.2933 6157440.4345,5643034.7643 6157436.0318,5642932.4482 6157366.1582,5642829.0483 6157298.0101,5642723.5485 6157228.0102,5642692.5486 6157207.5103,5642660.0486 6157185.5103,5642623.4603 6157161.4937,5642524.3156 6157095.1801,5642438.5491 6157038.5106,5642362.0492 6157159.5103,5642340.353 6157193.7445,5642276.4486 6157294.5784,5642306.0125 6157315.2909,5642367.5528 6157358.4059,5642391.2526 6157314.3431,5642485.1795 6157381.3095,5642496.9204 6157363.9156,5642595.9913 6157433.9493,5642580.411 6157458.0599,5642689.9669 6157522.8034,5642754.6781 6157540.0806,5642808.648 6157554.49)))"
"URBANO","Lomas de Zamora",64902611,13.84,788,56.94,0.96,0.93,0.93,0.92,0.94,"MUY ALTO","MULTIPOLYGON (((5644703.5457 6151407.022,5644809.0455 6151472.5219,5644902.0453 6151530.5218,5644924.5452 6151544.5218,5644995.5451 6151430.022,5645065.045 6151318.0222,5645137.0449 6151203.0225,5645207.0447 6151090.5227,5645093.045 6151019.0228,5644989.0452 6150954.0229,5644968.5452 6150986.5229,5644918.0453 6151067.0227,5644845.5454 6151181.5225,5644775.5456 6151292.5222,5644703.5457 6151407.022)))"
"URBANO","Lomas de Zamora",64903005,22.44,1540,68.63,0.9,0.86,0.94,0.89,0.91,"MUY ALTO","MULTIPOLYGON (((5642502.0497 6152942.0186,5642641.0494 6153025.5185,5642775.0491 6153106.0183,5642825.049 6153023.5185,5642872.549 6152945.0187,5642876.049 6152939.0187,5642955.0488 6152809.019,5643029.5487 6152686.0192,5643080.5486 6152602.0194,5643114.0486 6152547.0195,5643132.0485 6152517.0196,5643008.5488 6152444.5197,5642841.5491 6152345.0198,5642840.0491 6152347.5198,5642791.5492 6152428.5197,5642742.0493 6152511.5195,5642741.0493 6152513.5195,5642717.0493 6152565.5194,5642680.5494 6152643.5192,5642679.0494 6152646.0192,5642602.0495 6152774.519,5642551.0496 6152859.5188,5642502.0497 6152942.0186)))"
"URBANO","Lomas de Zamora",64902607,15.6,1138,72.95,0.93,0.9,0.97,0.92,0.94,"MUY ALTO","MULTIPOLYGON (((5644335.5463 6151928.5209,5644338.5463 6151928.0209,5644434.0461 6151910.021,5644563.5459 6151885.021,5644538.5459 6151755.0213,5644517.546 6151644.5215,5644501.046 6151557.5217,5644490.0461 6151456.5219,5644534.046 6151449.5219,5644601.0459 6151343.0221,5644501.0461 6151280.5222,5644400.5463 6151217.5223,5644395.0463 6151214.5223,5644296.0465 6151152.5224,5644273.0466 6151139.0225,5644281.5465 6151231.5223,5644285.0465 6151272.0222,5644292.5465 6151352.022,5644294.5465 6151372.522,5644304.5464 6151486.0218,5644298.0464 6151487.0218,5644307.0464 6151590.0216,5644314.5464 6151680.0214,5644318.5464 6151708.5213,5644330.0463 6151792.5212,5644330.5463 6151794.5212,5644335.5463 6151928.5209)))"
"URBANO","Lomas de Zamora",64900505,7.96,734,92.21,0.9,0.68,0.88,0.86,0.85,"ALTO","MULTIPOLYGON (((5643965.0462 6156719.0115,5643882.4539 6156670.4068,5643829.2052 6156757.0568,5643778.861 6156842.0126,5643862.0463 6156890.5111,5643810.0464 6156977.0109,5643894.5462 6157027.5108,5643980.0461 6157079.5108,5644033.546 6156992.5109,5644059.5459 6156950.011,5644085.0459 6156908.5111,5644138.0458 6156822.0113,5644051.046 6156770.0114,5643965.0462 6156719.0115)))"
"URBANO","Lomas de Zamora",64903712,13.89,1246,89.7,0.7,0.38,0.69,0.81,0.67,"MEDIO","MULTIPOLYGON (((5640604.7413 6158518.093,5640641.0524 6158468.5074,5640712.0522 6158357.5077,5640801.5521 6158217.008,5640701.5523 6158152.0081,5640600.5525 6158086.5082,5640500.0527 6158021.5083,5640399.5529 6157956.0084,5640315.0531 6158088.0081,5640280.8642 6158140.9847,5640334.0955 6158201.912,5640446.3301 6158332.7456,5640539.3245 6158441.1321,5640604.7413 6158518.093)))"
"URBANO","Lomas de Zamora",64900206,12.31,1372,111.45,0.78,0.56,0.84,0.81,0.78,"ALTO","MULTIPOLYGON (((5642079.4983 6158408.495,5642086.5441 6158399.6593,5642095.5495 6158385.5079,5642146.0494 6158306.508,5642237.4261 6158161.9266,5642150.5495 6158103.5084,5642051.0497 6158038.5085,5641951.0499 6157973.0086,5641872.05 6157923.0087,5641783.0502 6158060.0084,5641780.5502 6158064.5084,5641740.0503 6158126.0083,5641731.6642 6158138.8669,5641725.0503 6158149.0083,5641754.0502 6158168.5082,5641798.5501 6158201.0082,5641802.5501 6158203.5082,5641809.5501 6158209.0082,5641894.0499 6158271.008,5641900.0499 6158275.508,5641907.0499 6158280.508,5641991.0497 6158341.5079,5642004.0497 6158351.5079,5642045.0496 6158381.5079,5642079.4983 6158408.495)))"
"URBANO","Lomas de Zamora",64900303,12.4,967,77.98,0.78,0.66,0.83,0.82,0.79,"ALTO","MULTIPOLYGON (((5644075.5457 6157921.0091,5644144.0456 6157808.5094,5644163.5456 6157776.5094,5644051.5458 6157709.5095,5644032.5459 6157740.5095,5643964.046 6157852.5092,5643852.5462 6157784.0093,5643785.0463 6157897.0091,5643718.5464 6158009.0089,5643650.5465 6158120.5087,5643759.0463 6158187.0085,5643871.0461 6158256.0084,5643939.546 6158144.0087,5644008.0458 6158032.0089,5644075.5457 6157921.0091)))"
"URBANO","Lomas de Zamora",64900404,4.09,998,244.01,0.63,0,0.41,0.77,0.46,"MUY BAJO","MULTIPOLYGON (((5642828.0481 6158224.5083,5642959.0479 6158154.0085,5642965.0479 6158152.0085,5642959.0479 6158049.0087,5642959.0479 6158046.5087,5642941.0479 6158039.5087,5642921.548 6158033.0087,5642898.548 6158022.5087,5642865.0481 6158008.0087,5642819.2236 6158010.1709,5642765.5335 6158029.5701,5642747.0483 6158006.5087,5642691.9997 6158094.8405,5642696.3767 6158103.5946,5642702.9864 6158117.3385,5642719.5484 6158137.5085,5642722.0484 6158139.5085,5642758.0483 6158170.5084,5642762.2302 6158173.5702,5642786.0482 6158191.0084,5642808.2241 6158209.0764,5642828.0481 6158224.5083)))"
"URBANO","Lomas de Zamora",64903915,24.05,2430,101.04,0.53,0,0.54,0.91,0.51,"BAJO","MULTIPOLYGON (((5638404.5573 6155268.5133,5638386.0573 6155259.5134,5638355.3606 6155311.1086,5638329.6045 6155353.7584,5638306.9596 6155392.4748,5638326.0587 6155402.3487,5638363.4782 6155488.2899,5638409.5834 6155581.9263,5638446.4833 6155644.4877,5638479.1277 6155703.8711,5638496.7823 6155735.9865,5638604.0168 6155837.5271,5638658.9169 6155889.5122,5638662.0567 6155889.5122,5638714.987 6155892.0789,5638840.1051 6155890.4217,5638853.7705 6155861.627,5639013.3254 6155563.1778,5638947.8099 6155534.0775,5638922.5562 6155521.5129,5638866.5564 6155494.013,5638824.0564 6155473.513,5638666.1967 6155396.3705,5638573.7657 6155351.0977,5638515.159 6155323.8482,5638404.5573 6155268.5133)))"
"URBANO","Lomas de Zamora",64900702,7.47,943,126.24,0.85,0.75,0.87,0.82,0.84,"ALTO","MULTIPOLYGON (((5644903.5446 6155384.5142,5644887.5446 6155255.0145,5644821.5448 6155263.5145,5644757.0449 6155271.5144,5644693.045 6155279.5144,5644630.5451 6155287.0144,5644565.5452 6155295.0144,5644499.0454 6155303.5143,5644434.0455 6155311.5143,5644372.0456 6155319.0143,5644366.0456 6155320.0143,5644293.0458 6155329.0142,5644291.7507 6155344.7244,5644384.0456 6155392.5141,5644407.5455 6155405.0141,5644450.0454 6155427.0141,5644451.5454 6155437.0141,5644493.0454 6155458.514,5644518.0453 6155454.514,5644585.5452 6155443.5141,5644649.0451 6155433.0141,5644710.0449 6155421.5141,5644775.0448 6155409.0142,5644837.0447 6155397.5142,5644903.5446 6155384.5142)))"
"URBANO","Lomas de Zamora",64900614,8.28,1111,134.18,0.97,0.99,0.99,0.9,0.97,"MUY ALTO","MULTIPOLYGON (((5643454.0474 6155298.0142,5643470.5568 6155255.2033,5643413.9631 6155181.7906,5643344.0225 6155281.1147,5643317.9674 6155277.228,5643315.0847 6155276.521,5643307.8682 6155267.1395,5643299.2084 6155253.4282,5643291.9919 6155239.7168,5643289.827 6155225.2838,5643289.827 6155206.5209,5643288.3837 6155197.1395,5643284.0538 6155189.2013,5643274.7997 6155181.7981,5643197.0512 6155295.7789,5643099.3474 6155221.7028,5643059.6207 6155278.3251,5643022.6929 6155333.7036,5643108.6928 6155391.2632,5643125.4638 6155400.7275,5643224.1568 6155464.8715,5643354.3614 6155546.8047,5643430.0475 6155374.014,5643433.0474 6155365.514,5643454.0474 6155298.0142)))"
"URBANO","Lomas de Zamora",64903103,13.2,1503,113.86,0.82,0.53,0.73,0.75,0.73,"MEDIO","MULTIPOLYGON (((5641896.5507 6153926.5166,5641969.5506 6153805.0168,5642056.5504 6153688.5171,5642130.0503 6153563.5173,5642035.5505 6153507.0174,5641932.5507 6153444.5175,5641828.0509 6153381.5176,5641753.5511 6153505.5174,5641679.5512 6153628.5171,5641784.051 6153692.017,5641710.5511 6153814.5168,5641814.0509 6153877.0167,5641896.5507 6153926.5166)))"
"URBANO","Lomas de Zamora",64904011,20.88,1255,60.11,0.76,0,0.66,0.96,0.64,"MEDIO","MULTIPOLYGON (((5639738.1173 6153815.0986,5639756.8458 6153829.3207,5639771.5313 6153840.1189,5639796.5831 6153856.964,5639823.7945 6153874.2412,5639851.006 6153886.3351,5639879.5132 6153893.8939,5639937.3914 6153791.3111,5639977.1286 6153729.5454,5640004.4295 6153726.929,5640004.0544 6153720.5166,5640004.5544 6153717.5167,5640005.0544 6153714.5167,5640006.0544 6153711.5167,5640007.5544 6153708.5167,5640009.0544 6153705.5167,5640010.5544 6153703.0167,5640012.5544 6153700.5167,5640014.5544 6153698.0167,5640017.0544 6153696.0167,5640019.0544 6153694.0167,5640022.0544 6153692.5167,5640024.5544 6153691.0167,5640027.5544 6153690.0167,5640030.5544 6153689.0167,5640024.2643 6153666.6423,5640017.1077 6153632.2905,5639965.9667 6153401.5581,5639954.1728 6153344.4031,5639937.8428 6153270.9182,5639923.356 6153207.1873,5639883.4627 6153016.243,5639853.4712 6153068.3809,5639719.2684 6153295.027,5639605.5553 6153485.017,5639619.0612 6153547.2725,5639642.5552 6153647.0167,5639644.097 6153652.6059,5639650.5551 6153676.0167,5639661.5551 6153704.5166,5639674.5551 6153731.5166,5639690.0551 6153757.5165,5639731.3621 6153807.7243,5639738.1173 6153815.0986)))"
"URBANO","Lomas de Zamora",64902907,14.39,1488,103.41,0.81,0.64,0.81,0.87,0.79,"ALTO","MULTIPOLYGON (((5642471.3255 6153604.8606,5642553.1806 6153652.4414,5642605.197 6153683.0867,5642615.792 6153689.7924,5642668.9069 6153723.4095,5642718.1006 6153753.0467,5642774.9559 6153790.7487,5642797.5366 6153806.0713,5642831.5489 6153748.0171,5642902.1623 6153706.6491,5642939.5487 6153686.5172,5642917.0488 6153615.0174,5642915.0488 6153610.0174,5642876.0489 6153495.0176,5642823.549 6153365.0178,5642785.5491 6153271.518,5642781.5491 6153278.018,5642700.0493 6153229.0181,5642624.5494 6153353.5178,5642547.1705 6153480.0694,5642476.1642 6153596.1912,5642471.3255 6153604.8606)))"
"URBANO","Lomas de Zamora",64903609,8.85,1034,116.84,0.77,0.46,0.83,0.78,0.76,"MEDIO","MULTIPOLYGON (((5640815.5523 6157042.5103,5640904.0521 6156904.5106,5640970.552 6156800.0108,5640870.5522 6156738.5109,5640756.5525 6156669.011,5640636.5539 6156594.1599,5640626.5935 6156579.8555,5640615.8588 6156594.1599,5640614.8733 6156607.9566,5640614.8733 6156623.2316,5640596.6418 6156652.7961,5640571.0528 6156688.0109,5640693.0526 6156767.5108,5640605.0527 6156904.5105,5640715.5525 6156977.0104,5640815.5523 6157042.5103)))"
"URBANO","Lomas de Zamora",64900513,9.04,740,81.86,0.87,0.67,0.82,0.8,0.81,"ALTO","MULTIPOLYGON (((5643382.4005 6156394.9657,5643279.2916 6156331.5513,5643201.8391 6156455.2334,5643306.8842 6156518.6478,5643228.5476 6156640.5115,5643335.5474 6156706.0114,5643449.0472 6156775.5113,5643456.0472 6156763.5113,5643504.5471 6156677.0115,5643520.047 6156649.5115,5643552.547 6156591.5116,5643591.0469 6156523.0118,5643486.0471 6156458.5119,5643382.4005 6156394.9657)))"
"URBANO","Lomas de Zamora",64903815,9.43,697,73.91,0.73,0.39,0.75,0.74,0.69,"MEDIO","MULTIPOLYGON (((5639676.5546 6156734.5107,5639713.0777 6156757.1837,5639765.5544 6156722.5107,5639815.0666 6156697.4386,5639850.0535 6156716.1435,5639853.2869 6156698.2576,5639852.0093 6156687.0792,5639854.8838 6156669.8325,5639888.5542 6156619.5109,5639941.8645 6156527.8782,5639997.054 6156439.5113,5639892.0542 6156376.0114,5639792.5544 6156316.0115,5639739.3281 6156407.0372,5639684.0546 6156496.5111,5639631.5547 6156584.011,5639577.0548 6156674.5108,5639676.5546 6156734.5107)))"
"URBANO","Lomas de Zamora",64900515,16.1,1675,104.04,0.77,0.59,0.85,0.8,0.79,"ALTO","MULTIPOLYGON (((5642735.0486 6156557.5116,5642821.3157 6156613.8043,5642926.5485 6156677.0743,5643026.1285 6156739.0402,5643075.7011 6156659.2458,5643125.0478 6156577.0116,5643201.8391 6156455.2334,5643279.2916 6156331.5513,5643176.1508 6156270.7103,5643071.7876 6156205.4834,5642992.1517 6156158.9144,5642915.9503 6156281.2026,5642838.0851 6156401.3279,5642789.5026 6156476.531,5642735.0486 6156557.5116)))"
"URBANO","Lomas de Zamora",64901011,15.89,1079,67.9,0.97,0.96,0.98,0.92,0.97,"MUY ALTO","MULTIPOLYGON (((5645241.5439 6155316.5144,5645375.5437 6155290.0145,5645405.0436 6155284.5145,5645491.5434 6155267.5146,5645541.5433 6155257.5146,5645619.5432 6155242.5147,5645593.0433 6155078.015,5645572.5433 6154951.0152,5645554.5434 6154837.0154,5645415.0437 6154868.5154,5645295.0439 6154895.5153,5645163.5441 6154925.0152,5645190.0441 6155057.0149,5645215.044 6155183.5147,5645241.5439 6155316.5144)))"
"URBANO","Lomas de Zamora",64900705,10.96,1136,103.65,0.89,0.87,0.92,0.9,0.9,"MUY ALTO","MULTIPOLYGON (((5644630.5451 6155287.0144,5644693.045 6155279.5144,5644757.0449 6155271.5144,5644821.5448 6155263.5145,5644887.5446 6155255.0145,5644871.5447 6155127.0147,5644854.0447 6154982.515,5644836.0448 6154836.5153,5644706.0451 6154852.5153,5644641.0452 6154861.0152,5644577.5453 6154869.0152,5644596.0452 6155014.5149,5644614.0452 6155159.5146,5644630.5451 6155287.0144)))"
"URBANO","Lomas de Zamora",64900409,12.92,915,70.82,0.52,0.09,0.42,0.88,0.46,"MUY BAJO","MULTIPOLYGON (((5642765.5335 6158029.5701,5642819.2236 6158010.1709,5642865.0481 6158008.0087,5642898.548 6158022.5087,5642921.548 6158033.0087,5642941.0479 6158039.5087,5642959.0479 6158046.5087,5642960.9844 6158028.7984,5642958.927 6158004.1099,5642953.7836 6157989.7083,5642946.5827 6157976.8496,5642983.1012 6157947.532,5643008.0837 6157913.0223,5643043.7939 6157863.6938,5643092.5477 6157782.0092,5643160.5476 6157670.0094,5643229.0475 6157558.5097,5643225.5475 6157556.5097,5643178.0476 6157527.5097,5643051.0173 6157446.626,5643041.2933 6157440.4345,5643016.6062 6157471.5701,5643000.0545 6157492.0164,5642988.3709 6157503.2131,5642982.0423 6157517.3308,5642963.5433 6157554.3288,5642890.0341 6157672.3816,5642871.0206 6157700.8344,5642821.3931 6157775.0996,5642802.8942 6157876.3573,5642790.1069 6157931.3882,5642775.6325 6157993.6799,5642765.5335 6158029.5701)))"
"URBANO","Lomas de Zamora",64903602,9.42,1695,179.94,0.75,0.43,0.77,0.74,0.71,"MEDIO","MULTIPOLYGON (((5641517.6964 6157982.0268,5641561.0507 6157915.0087,5641649.5505 6157777.009,5641734.0504 6157646.0092,5641635.0506 6157581.0094,5641533.5508 6157514.5095,5641449.5509 6157645.5092,5641360.0511 6157784.5089,5641324.5191 6157840.3956,5641422.0171 6157911.8779,5641517.6964 6157982.0268)))"
"URBANO","Lomas de Zamora",64902711,18.56,1525,82.17,0.91,0.85,0.92,0.86,0.9,"MUY ALTO","MULTIPOLYGON (((5643818.0474 6151380.0219,5643868.0473 6151296.5221,5643893.7642 6151283.2862,5643911.2843 6151271.6062,5643918.5843 6151256.2761,5643923.6944 6151225.6159,5643928.5472 6151195.5223,5643956.919 6151108.9254,5644033.547 6151003.5227,5643923.0473 6150940.5228,5643909.5473 6150933.0228,5643844.0474 6150896.0229,5643766.5476 6150852.5229,5643747.5476 6150841.5229,5643662.0478 6150793.523,5643602.5479 6150893.0228,5643553.048 6150976.0226,5643495.0481 6151073.0224,5643444.5482 6151158.0223,5643546.548 6151218.5222,5643623.5478 6151264.5221,5643700.5476 6151310.022,5643818.0474 6151380.0219)))"
